source_file,source_path,source_index,sequence_index,condition,dataset_label,replicate,Pt,T_s,Vf_V_vs_Ref,Im_A,Vu_V,Sig_V,Ach_V,IERange,Over,Temp_deg_C,step_duration_s,global_time_s,global_time_min,step_variable_name,step_variable_value,step_label
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,74,74,-0.799914,-0.00174417,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8774.0,146.23333333333332,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,75,75,-0.799814,-0.00174251,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8775.0,146.25,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,76,76,-0.799914,-0.00174251,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8776.0,146.26666666666668,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,77,77,-0.799914,-0.00174119,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8777.0,146.28333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,78,78,-0.800014,-0.00174185,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8778.0,146.3,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,79,79,-0.799914,-0.00173986,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8779.0,146.31666666666666,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,80,80,-0.799914,-0.00173953,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8780.0,146.33333333333334,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,81,81,-0.800014,-0.0017392,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8781.0,146.35,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,82,82,-0.799914,-0.00173986,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8782.0,146.36666666666667,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,83,83,-0.799914,-0.00173754,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8783.0,146.38333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,84,84,-0.799814,-0.00173754,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8784.0,146.4,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,85,85,-0.799914,-0.00173754,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8785.0,146.41666666666666,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,86,86,-0.799914,-0.00173621,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8786.0,146.43333333333334,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,87,87,-0.799914,-0.00173655,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8787.0,146.45,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,88,88,-0.799814,-0.00173489,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8788.0,146.46666666666667,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,89,89,-0.800014,-0.00173489,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8789.0,146.48333333333332,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,90,90,-0.799914,-0.00173323,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8790.0,146.5,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,91,91,-0.799814,-0.00173323,0.0,-0.799964,0.0,10,...........,1483.4,300.0,8791.0,146.51666666666668,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,92,92,-0.799814,-0.00173323,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8792.0,146.53333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,93,93,-0.799914,-0.00173124,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8793.0,146.55,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,94,94,-0.799814,-0.0017319,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8794.0,146.56666666666666,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,95,95,-0.799914,-0.00173356,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8795.0,146.58333333333334,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,96,96,-0.799814,-0.00173124,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8796.0,146.6,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,97,97,-0.799814,-0.00173058,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8797.0,146.61666666666667,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,98,98,-0.799814,-0.00173157,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8798.0,146.63333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,99,99,-0.799914,-0.00173157,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8799.0,146.65,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,100,100,-0.799914,-0.00173025,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8800.0,146.66666666666666,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,101,101,-0.799914,-0.00172925,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8801.0,146.68333333333334,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,102,102,-0.799914,-0.00172826,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8802.0,146.7,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,103,103,-0.799914,-0.00172991,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8803.0,146.71666666666667,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,104,104,-0.799914,-0.00172826,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8804.0,146.73333333333332,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,105,105,-0.800014,-0.00172859,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8805.0,146.75,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,106,106,-0.799814,-0.00172693,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8806.0,146.76666666666668,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,107,107,-0.799814,-0.0017266,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8807.0,146.78333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,108,108,-0.799914,-0.00172594,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8808.0,146.8,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,109,109,-0.800114,-0.00172494,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8809.0,146.81666666666666,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,110,110,-0.799814,-0.0017256,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8810.0,146.83333333333334,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,111,111,-0.799914,-0.00172461,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8811.0,146.85,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,112,112,-0.799914,-0.00172295,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8812.0,146.86666666666667,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,113,113,-0.799914,-0.00172328,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8813.0,146.88333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,114,114,-0.799914,-0.00172262,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8814.0,146.9,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,115,115,-0.800014,-0.00172229,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8815.0,146.91666666666666,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,116,116,-0.799914,-0.00172229,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8816.0,146.93333333333334,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,117,117,-0.799914,-0.00172196,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8817.0,146.95,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,118,118,-0.799814,-0.00171997,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8818.0,146.96666666666667,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,119,119,-0.799914,-0.00172063,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8819.0,146.98333333333332,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,120,120,-0.799914,-0.0017193,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8820.0,147.0,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,121,121,-0.799914,-0.0017193,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8821.0,147.01666666666668,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,122,122,-0.799914,-0.00171897,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8822.0,147.03333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,123,123,-0.799914,-0.00171765,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8823.0,147.05,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,124,124,-0.799814,-0.00171831,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8824.0,147.06666666666666,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,125,125,-0.799914,-0.00171798,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8825.0,147.08333333333334,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,126,126,-0.799914,-0.00171632,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8826.0,147.1,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,127,127,-0.799814,-0.00171599,0.0,-0.799964,0.0,10,...........,1483.58,300.0,8827.0,147.11666666666667,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,C:\Users\Joe Yang\AutoPlot-OriginPro-EChem\Autoplot-OriginPro-EChem\data_storage\uploaded_data\20260617_232738_sequence_030_PBSNO3-layers--rpm_1600CHRONOA_B_10.DTA,30,30,Sequential condition,Sequential condition,30,128,128,-0.799814,-0.00171632,0.0,-0.799964,0.0,10,...........,1483.49,300.0,8828.0,147.13333333333333,Vf_V_vs_Ref,-0.7998963920265781,-0.7999
